"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35555",2006-07-01,"2006","15 - 24",9215,"Census","All Households"
"35555",2006-07-01,"2006","25 - 34",28290,"Census","All Households"
"35555",2006-07-01,"2006","35 - 44",37945,"Census","All Households"
"35555",2006-07-01,"2006","45 - 54",40040,"Census","All Households"
"35555",2006-07-01,"2006","55 - 64",29935,"Census","All Households"
"35555",2006-07-01,"2006","Total 65+",39530,"Census","All Households"
"35555",2006-07-01,"2006","Total",184950,"Census","All Households"
"35555",2011-07-01,"2011","15 - 24",9050,"Census","All Households"
"35555",2011-07-01,"2011","25 - 34",29370,"Census","All Households"
"35555",2011-07-01,"2011","35 - 44",33955,"Census","All Households"
"35555",2011-07-01,"2011","45 - 54",42890,"Census","All Households"
"35555",2011-07-01,"2011","55 - 64",35915,"Census","All Households"
"35555",2011-07-01,"2011","Total 65+",43865,"Census","All Households"
"35555",2011-07-01,"2011","Total",195060,"Census","All Households"
"35555",2016-07-01,"2016","15 - 24",9220,"Census","All Households"
"35555",2016-07-01,"2016","25 - 34",30875,"Census","All Households"
"35555",2016-07-01,"2016","35 - 44",33110,"Census","All Households"
"35555",2016-07-01,"2016","45 - 54",40765,"Census","All Households"
"35555",2016-07-01,"2016","55 - 64",40090,"Census","All Households"
"35555",2016-07-01,"2016","Total 65+",52385,"Census","All Households"
"35555",2016-07-01,"2016","Total",206450,"Census","All Households"
"35555",2021-07-01,"2021","15 - 24",7960,"Census","All Households"
"35555",2021-07-01,"2021","25 - 34",33790,"Census","All Households"
"35555",2021-07-01,"2021","35 - 44",37525,"Census","All Households"
"35555",2021-07-01,"2021","45 - 54",37845,"Census","All Households"
"35555",2021-07-01,"2021","55 - 64",43255,"Census","All Households"
"35555",2021-07-01,"2021","Total 65+",61865,"Census","All Households"
"35555",2021-07-01,"2021","Total",222240,"Census","All Households"
