"GeoUID","Date","DateString","Dwelling Type","Value","Survey","Series"
"35556",1998-01-01,"Jan 1998","Single",9,"Scss","Absorbed Units"
"35556",1998-01-01,"Jan 1998","Semi-Detached",1,"Scss","Absorbed Units"
"35556",1998-01-01,"Jan 1998","Row",0,"Scss","Absorbed Units"
"35556",1998-01-01,"Jan 1998","Apartment",0,"Scss","Absorbed Units"
"35556",1998-01-01,"Jan 1998","All",10,"Scss","Absorbed Units"
"35556",1998-02-01,"Feb 1998","Single",10,"Scss","Absorbed Units"
"35556",1998-02-01,"Feb 1998","Semi-Detached",0,"Scss","Absorbed Units"
"35556",1998-02-01,"Feb 1998","Row",0,"Scss","Absorbed Units"
"35556",1998-02-01,"Feb 1998","Apartment",0,"Scss","Absorbed Units"
"35556",1998-02-01,"Feb 1998","All",10,"Scss","Absorbed Units"
"35556",1998-03-01,"Mar 1998","Single",2,"Scss","Absorbed Units"
"35556",1998-03-01,"Mar 1998","Semi-Detached",0,"Scss","Absorbed Units"
"35556",1998-03-01,"Mar 1998","Row",0,"Scss","Absorbed Units"
"35556",1998-03-01,"Mar 1998","Apartment",0,"Scss","Absorbed Units"
"35556",1998-03-01,"Mar 1998","All",2,"Scss","Absorbed Units"
"35556",1998-04-01,"Apr 1998","Single",7,"Scss","Absorbed Units"
"35556",1998-04-01,"Apr 1998","Semi-Detached",0,"Scss","Absorbed Units"
"35556",1998-04-01,"Apr 1998","Row",0,"Scss","Absorbed Units"
"35556",1998-04-01,"Apr 1998","Apartment",0,"Scss","Absorbed Units"
"35556",1998-04-01,"Apr 1998","All",7,"Scss","Absorbed Units"
"35556",1998-05-01,"May 1998","Single",21,"Scss","Absorbed Units"
"35556",1998-05-01,"May 1998","Semi-Detached",0,"Scss","Absorbed Units"
"35556",1998-05-01,"May 1998","Row",0,"Scss","Absorbed Units"
"35556",1998-05-01,"May 1998","Apartment",0,"Scss","Absorbed Units"
"35556",1998-05-01,"May 1998","All",21,"Scss","Absorbed Units"
"35556",1998-06-01,"Jun 1998","Single",11,"Scss","Absorbed Units"
"35556",1998-06-01,"Jun 1998","Semi-Detached",0,"Scss","Absorbed Units"
"35556",1998-06-01,"Jun 1998","Row",0,"Scss","Absorbed Units"
"35556",1998-06-01,"Jun 1998","Apartment",0,"Scss","Absorbed Units"
"35556",1998-06-01,"Jun 1998","All",11,"Scss","Absorbed Units"
"35556",1998-07-01,"Jul 1998","Single",7,"Scss","Absorbed Units"
"35556",1998-07-01,"Jul 1998","Semi-Detached",0,"Scss","Absorbed Units"
"35556",1998-07-01,"Jul 1998","Row",0,"Scss","Absorbed Units"
"35556",1998-07-01,"Jul 1998","Apartment",0,"Scss","Absorbed Units"
"35556",1998-07-01,"Jul 1998","All",7,"Scss","Absorbed Units"
"35556",1998-08-01,"Aug 1998","Single",12,"Scss","Absorbed Units"
"35556",1998-08-01,"Aug 1998","Semi-Detached",0,"Scss","Absorbed Units"
"35556",1998-08-01,"Aug 1998","Row",2,"Scss","Absorbed Units"
"35556",1998-08-01,"Aug 1998","Apartment",0,"Scss","Absorbed Units"
