Hamilton — Historical Completions by Dwelling Type  
January 1990 to March 2024 Condo
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,0,0,81,0,81,
Feb 1990,0,0,20,0,20,
Mar 1990,0,6,96,12,114,
Apr 1990,0,0,17,0,17,
May 1990,0,2,0,0,2,
Jun 1990,0,0,61,107,168,
Jul 1990,0,0,49,0,49,
Aug 1990,0,0,16,0,16,
Sep 1990,32,0,51,0,83,
Oct 1990,0,0,6,0,6,
Nov 1990,0,0,63,146,209,
Dec 1990,0,0,44,0,44,
Jan 1991,0,0,73,0,73,
Feb 1991,0,0,8,0,8,
Mar 1991,0,0,8,0,8,
Apr 1991,0,0,0,0,0,
May 1991,0,0,26,158,184,
Jun 1991,1,0,47,0,48,
Jul 1991,0,0,58,4,62,
Aug 1991,0,0,24,0,24,
Sep 1991,10,0,15,0,25,
Oct 1991,7,6,235,0,248,
Nov 1991,3,0,8,67,78,
Dec 1991,1,0,32,0,33,
Jan 1992,0,0,4,0,4,
Feb 1992,0,0,33,0,33,
Mar 1992,0,0,43,72,115,
Apr 1992,0,0,0,0,0,
May 1992,1,0,0,96,97,
Jun 1992,0,0,58,0,58,
Jul 1992,0,0,0,0,0,
Aug 1992,0,0,4,0,4,
Sep 1992,0,0,0,362,362,
Oct 1992,0,0,28,0,28,
Nov 1992,0,0,0,0,0,
Dec 1992,0,0,15,0,15,
Jan 1993,7,6,40,60,113,
Feb 1993,0,0,7,0,7,
Mar 1993,3,0,20,0,23,
Apr 1993,0,0,4,0,4,
May 1993,1,0,0,0,1,
Jun 1993,3,0,4,0,7,
Jul 1993,1,0,3,0,4,
Aug 1993,1,0,0,0,1,
Sep 1993,0,0,34,0,34,
Oct 1993,0,0,0,0,0,
Nov 1993,0,0,75,0,75,
Dec 1993,7,0,8,0,15,
Jan 1994,2,0,0,0,2,
Feb 1994,0,0,17,0,17,
Mar 1994,0,0,4,0,4,
Apr 1994,0,0,38,0,38,
May 1994,0,0,20,0,20,
Jun 1994,1,0,24,0,25,
Jul 1994,0,0,74,0,74,
Aug 1994,1,0,24,0,25,
Sep 1994,1,2,28,0,31,
Oct 1994,5,4,38,0,47,
Nov 1994,5,0,6,0,11,
Dec 1994,4,0,41,0,45,
Jan 1995,0,0,30,0,30,
Feb 1995,5,14,49,0,68,
Mar 1995,0,0,32,0,32,
Apr 1995,0,0,72,0,72,
May 1995,9,0,29,10,48,
Jun 1995,6,0,21,0,27,
Jul 1995,1,0,58,0,59,
Aug 1995,2,0,30,0,32,
Sep 1995,7,0,8,0,15,
Oct 1995,2,0,26,0,28,
Nov 1995,30,0,33,0,63,
Dec 1995,2,0,0,72,74,
Jan 1996,1,0,42,30,73,
Feb 1996,1,0,0,53,54,
Mar 1996,1,0,11,0,12,
Apr 1996,3,0,39,0,42,
May 1996,3,0,18,0,21,
Jun 1996,0,0,26,0,26,
Jul 1996,4,0,72,9,85,
Aug 1996,1,2,28,12,43,
Sep 1996,3,0,49,22,74,
Oct 1996,7,4,6,0,17,
Nov 1996,0,2,6,0,8,
Dec 1996,1,0,48,21,70,
Jan 1997,3,0,6,0,9,
Feb 1997,1,2,18,0,21,
Mar 1997,1,0,78,0,79,
Apr 1997,4,0,20,102,126,
May 1997,4,0,37,0,41,
Jun 1997,3,0,58,0,61,
Jul 1997,2,4,66,0,72,
Aug 1997,12,8,53,48,121,
Sep 1997,4,0,71,32,107,
Oct 1997,5,4,46,51,106,
Nov 1997,4,0,73,48,125,
Dec 1997,1,4,13,18,36,
Jan 1998,1,0,70,35,106,
Feb 1998,0,0,93,0,93,
Mar 1998,4,0,32,0,36,
Apr 1998,0,0,28,0,28,
May 1998,0,0,14,0,14,
Jun 1998,0,0,62,80,142,
Jul 1998,0,0,24,48,72,
Aug 1998,0,2,39,0,41,
Sep 1998,0,2,28,0,30,
Oct 1998,0,0,14,0,14,
Nov 1998,0,0,8,8,16,
Dec 1998,0,0,41,24,65,
Jan 1999,0,2,70,0,72,
Feb 1999,0,0,34,0,34,
Mar 1999,0,0,35,28,63,
Apr 1999,0,2,47,40,89,
May 1999,0,4,14,22,40,
Jun 1999,0,0,107,0,107,
Jul 1999,0,6,63,0,69,
Aug 1999,1,2,68,10,81,
Sep 1999,0,2,57,30,89,
Oct 1999,1,2,64,0,67,
Nov 1999,0,0,57,100,157,
Dec 1999,0,4,48,0,52,
Jan 2000,0,6,43,140,189,
Feb 2000,0,0,35,0,35,
Mar 2000,0,8,29,0,37,
Apr 2000,0,4,65,94,163,
May 2000,2,4,52,48,106,
Jun 2000,0,4,61,38,103,
Jul 2000,0,8,56,136,200,
Aug 2000,1,0,22,104,127,
Sep 2000,3,0,26,174,203,
Oct 2000,0,2,65,183,250,
Nov 2000,12,0,16,0,28,
Dec 2000,1,2,35,98,136,
Jan 2001,0,0,28,36,64,
Feb 2001,1,0,5,32,38,
Mar 2001,0,0,27,0,27,
Apr 2001,1,0,54,0,55,
May 2001,0,0,95,0,95,
Jun 2001,0,2,105,145,252,
Jul 2001,1,4,18,48,71,
Aug 2001,0,4,44,0,48,
Sep 2001,0,4,17,8,29,
Oct 2001,3,0,105,96,204,
Nov 2001,0,2,29,0,31,
Dec 2001,0,0,28,0,28,
Jan 2002,0,14,108,24,146,
Feb 2002,0,0,0,8,8,
Mar 2002,0,2,0,56,58,
Apr 2002,0,0,72,61,133,
May 2002,0,0,45,0,45,
Jun 2002,0,0,106,0,106,
Jul 2002,0,2,42,96,140,
Aug 2002,3,4,14,36,57,
Sep 2002,2,0,8,0,10,
Oct 2002,1,0,79,118,198,
Nov 2002,1,2,38,36,77,
Dec 2002,0,4,78,0,82,
Jan 2003,3,0,27,0,30,
Feb 2003,0,4,5,0,9,
Mar 2003,0,0,104,0,104,
Apr 2003,0,0,55,0,55,
May 2003,0,6,64,20,90,
Jun 2003,13,2,32,0,47,
Jul 2003,0,0,32,0,32,
Aug 2003,32,0,43,0,75,
Sep 2003,0,0,13,0,13,
Oct 2003,39,0,81,0,120,
Nov 2003,15,0,11,0,26,
Dec 2003,13,0,84,0,97,
Jan 2004,7,0,5,0,12,
Feb 2004,1,0,5,0,6,
Mar 2004,1,0,37,0,38,
Apr 2004,0,6,18,0,24,
May 2004,2,0,27,0,29,
Jun 2004,1,0,21,0,22,
Jul 2004,0,0,45,62,107,
Aug 2004,2,2,38,0,42,
Sep 2004,0,0,95,0,95,
Oct 2004,1,0,52,0,53,
Nov 2004,0,2,27,56,85,
Dec 2004,1,0,37,0,38,
Jan 2005,0,0,38,0,38,
Feb 2005,0,0,38,60,98,
Mar 2005,0,0,37,0,37,
Apr 2005,0,0,34,0,34,
May 2005,0,0,38,97,135,
Jun 2005,0,0,46,56,102,
Jul 2005,0,0,37,0,37,
Aug 2005,0,2,64,48,114,
Sep 2005,8,0,27,0,35,
Oct 2005,5,0,69,50,124,
Nov 2005,0,0,19,0,19,
Dec 2005,0,0,26,0,26,
Jan 2006,0,0,16,56,72,
Feb 2006,0,0,36,62,98,
Mar 2006,4,8,59,0,71,
Apr 2006,0,0,35,48,83,
May 2006,0,0,16,122,138,
Jun 2006,0,0,61,0,61,
Jul 2006,0,0,62,0,62,
Aug 2006,0,0,65,56,121,
Sep 2006,1,0,28,0,29,
Oct 2006,1,0,11,0,12,
Nov 2006,1,0,15,0,16,
Dec 2006,6,0,27,0,33,
Jan 2007,6,0,10,0,16,
Feb 2007,0,2,76,0,78,
Mar 2007,0,2,26,0,28,
Apr 2007,0,0,27,0,27,
May 2007,0,0,13,70,83,
Jun 2007,0,2,16,0,18,
Jul 2007,1,0,59,0,60,
Aug 2007,0,0,10,0,10,
Sep 2007,0,0,50,144,194,
Oct 2007,0,0,72,0,72,
Nov 2007,0,0,27,0,27,
Dec 2007,0,0,26,42,68,
Jan 2008,1,0,18,0,19,
Feb 2008,1,0,10,0,11,
Mar 2008,1,0,48,0,49,
Apr 2008,0,0,0,0,0,
May 2008,0,0,62,0,62,
Jun 2008,0,2,56,0,58,
Jul 2008,0,0,26,0,26,
Aug 2008,2,6,6,0,14,
Sep 2008,0,0,22,0,22,
Oct 2008,0,2,37,0,39,
Nov 2008,2,0,14,0,16,
Dec 2008,0,0,31,0,31,
Jan 2009,1,0,17,0,18,
Feb 2009,2,2,13,0,17,
Mar 2009,0,0,23,0,23,
Apr 2009,2,0,86,0,88,
May 2009,0,2,51,0,53,
Jun 2009,1,0,37,36,74,
Jul 2009,0,0,6,0,6,
Aug 2009,0,0,89,13,102,
Sep 2009,0,0,29,75,104,
Oct 2009,1,0,49,212,262,
Nov 2009,1,0,47,0,48,
Dec 2009,0,6,74,0,80,
Jan 2010,0,0,55,0,55,
Feb 2010,1,2,51,0,54,
Mar 2010,0,0,57,0,57,
Apr 2010,2,0,18,0,20,
May 2010,1,2,90,51,144,
Jun 2010,0,2,38,224,264,
Jul 2010,2,0,68,0,70,
Aug 2010,1,0,56,0,57,
Sep 2010,2,2,18,0,22,
Oct 2010,0,0,35,0,35,
Nov 2010,2,2,26,0,30,
Dec 2010,0,0,20,12,32,
Jan 2011,0,0,4,0,4,
Feb 2011,0,0,0,0,0,
Mar 2011,1,0,15,0,16,
Apr 2011,4,2,0,0,6,
May 2011,1,0,31,0,32,
Jun 2011,1,2,6,0,9,
Jul 2011,2,0,30,0,32,
Aug 2011,0,0,9,0,9,
Sep 2011,1,0,12,90,103,
Oct 2011,1,0,23,43,67,
Nov 2011,1,0,0,0,1,
Dec 2011,6,0,4,65,75,
Jan 2012,3,0,22,0,25,
Feb 2012,0,0,23,0,23,
Mar 2012,0,0,31,0,31,
Apr 2012,2,0,32,0,34,
May 2012,1,0,15,0,16,
Jun 2012,2,0,19,62,83,
Jul 2012,2,0,26,62,90,
Aug 2012,0,0,15,0,15,
Sep 2012,0,0,59,0,59,
Oct 2012,0,0,19,0,19,
Nov 2012,0,0,5,0,5,
Dec 2012,0,0,58,0,58,
Jan 2013,1,0,12,0,13,
Feb 2013,0,0,15,186,201,
Mar 2013,0,0,20,33,53,
Apr 2013,1,2,56,0,59,
May 2013,2,0,26,0,28,
Jun 2013,0,0,15,0,15,
Jul 2013,0,2,12,0,14,
Aug 2013,4,0,21,0,25,
Sep 2013,2,0,55,0,57,
Oct 2013,2,0,28,0,30,
Nov 2013,0,0,31,138,169,
Dec 2013,2,0,47,4,53,
Jan 2014,0,0,8,0,8,
Feb 2014,0,0,16,0,16,
Mar 2014,8,0,19,0,27,
Apr 2014,0,0,9,0,9,
May 2014,1,0,7,210,218,
Jun 2014,0,0,69,0,69,
Jul 2014,1,0,78,76,155,
Aug 2014,1,0,23,0,24,
Sep 2014,3,0,0,0,3,
Oct 2014,1,0,0,232,233,
Nov 2014,0,0,49,0,49,
Dec 2014,1,0,47,3,51,
Jan 2015,0,0,28,39,67,
Feb 2015,0,0,32,99,131,
Mar 2015,0,0,28,0,28,
Apr 2015,0,0,0,0,0,
May 2015,0,0,28,0,28,
Jun 2015,4,0,24,75,103,
Jul 2015,0,0,6,10,16,
Aug 2015,0,0,44,78,122,
Sep 2015,1,0,5,0,6,
Oct 2015,0,0,12,0,12,
Nov 2015,1,0,0,2,3,
Dec 2015,0,0,0,0,0,
Jan 2016,0,0,0,0,0,
Feb 2016,0,0,6,8,14,
Mar 2016,0,0,0,0,0,
Apr 2016,0,0,4,14,18,
May 2016,0,0,0,0,0,
Jun 2016,0,0,0,0,0,
Jul 2016,0,0,0,0,0,
Aug 2016,0,0,0,0,0,
Sep 2016,1,0,0,0,1,
Oct 2016,0,0,6,11,17,
Nov 2016,2,0,0,0,2,
Dec 2016,1,0,0,0,1,
Jan 2017,0,0,0,222,222,
Feb 2017,0,0,13,128,141,
Mar 2017,0,0,0,0,0,
Apr 2017,0,0,0,30,30,
May 2017,0,0,0,0,0,
Jun 2017,0,0,0,0,0,
Jul 2017,0,0,0,0,0,
Aug 2017,0,0,6,0,6,
Sep 2017,0,0,0,0,0,
Oct 2017,0,0,0,143,143,
Nov 2017,0,0,0,0,0,
Dec 2017,0,0,0,150,150,
Jan 2018,0,0,0,0,0,
Feb 2018,0,0,0,0,0,
Mar 2018,0,0,0,154,154,
Apr 2018,0,0,6,0,6,
May 2018,0,0,22,0,22,
Jun 2018,0,0,45,84,129,
Jul 2018,0,0,6,26,32,
Aug 2018,0,0,6,0,6,
Sep 2018,0,0,21,0,21,
Oct 2018,0,0,50,0,50,
Nov 2018,0,0,29,340,369,
Dec 2018,0,0,13,79,92,
Jan 2019,0,0,60,0,60,
Feb 2019,0,0,4,0,4,
Mar 2019,0,0,0,220,220,
Apr 2019,0,0,12,154,166,
May 2019,0,0,0,0,0,
Jun 2019,0,0,4,189,193,
Jul 2019,0,0,23,0,23,
Aug 2019,0,0,12,120,132,
Sep 2019,0,0,15,0,15,
Oct 2019,0,0,37,0,37,
Nov 2019,0,0,14,0,14,
Dec 2019,0,0,26,0,26,
Jan 2020,0,0,0,0,0,
Feb 2020,0,0,4,0,4,
Mar 2020,0,0,31,0,31,
Apr 2020,0,0,14,306,320,
May 2020,0,0,0,23,23,
Jun 2020,0,0,0,0,0,
Jul 2020,0,0,0,54,54,
Aug 2020,0,0,14,0,14,
Sep 2020,0,0,15,0,15,
Oct 2020,0,0,0,124,124,
Nov 2020,0,0,0,61,61,
Dec 2020,0,0,30,12,42,
Jan 2021,0,0,0,0,0,
Feb 2021,0,0,0,180,180,
Mar 2021,1,0,0,0,1,
Apr 2021,0,0,77,140,217,
May 2021,0,0,0,6,6,
Jun 2021,0,0,0,0,0,
Jul 2021,0,0,0,79,79,
Aug 2021,0,0,0,0,0,
Sep 2021,0,0,0,149,149,
Oct 2021,0,0,0,214,214,
Nov 2021,0,0,0,0,0,
Dec 2021,0,0,0,401,401,
Jan 2022,0,0,0,6,6,
Feb 2022,0,0,0,0,0,
Mar 2022,0,0,0,0,0,
Apr 2022,0,0,0,0,0,
May 2022,0,0,0,281,281,
Jun 2022,0,0,0,0,0,
Jul 2022,0,0,0,5,5,
Aug 2022,0,0,0,207,207,
Sep 2022,0,0,0,0,0,
Oct 2022,0,0,0,558,558,
Nov 2022,0,0,0,0,0,
Dec 2022,0,0,42,0,42,
Jan 2023,0,0,0,0,0,
Feb 2023,0,0,8,0,8,
