Vancouver — Historical Completions by Dwelling Type  
January 1990 to March 2024 Rental
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,0,0,82,12,94,
Feb 1990,6,0,0,17,23,
Mar 1990,0,6,77,128,211,
Apr 1990,23,2,27,35,87,
May 1990,0,0,0,148,148,
Jun 1990,8,0,0,60,68,
Jul 1990,0,2,43,230,275,
Aug 1990,0,14,55,176,245,
Sep 1990,4,2,66,63,135,
Oct 1990,0,2,36,28,66,
Nov 1990,0,0,58,72,130,
Dec 1990,0,0,0,204,204,
Jan 1991,3,10,100,169,282,
Feb 1991,0,0,0,24,24,
Mar 1991,0,0,50,72,122,
Apr 1991,0,0,61,153,214,
May 1991,0,2,90,144,236,
Jun 1991,14,0,0,84,98,
Jul 1991,0,0,36,129,165,
Aug 1991,0,0,65,20,85,
Sep 1991,0,8,19,202,229,
Oct 1991,1,0,48,81,130,
Nov 1991,0,0,6,125,131,
Dec 1991,0,0,0,261,261,
Jan 1992,0,0,43,84,127,
Feb 1992,0,0,0,89,89,
Mar 1992,0,0,0,152,152,
Apr 1992,0,0,46,43,89,
May 1992,0,6,99,151,256,
Jun 1992,0,0,15,122,137,
Jul 1992,0,0,89,277,366,
Aug 1992,2,0,0,51,53,
Sep 1992,0,2,48,108,158,
Oct 1992,0,0,12,89,101,
Nov 1992,0,0,43,45,88,
Dec 1992,12,0,0,0,12,
Jan 1993,0,0,0,285,285,
Feb 1993,5,2,70,38,115,
Mar 1993,6,0,0,200,206,
Apr 1993,0,0,0,56,56,
May 1993,2,0,36,58,96,
Jun 1993,9,0,25,130,164,
Jul 1993,0,0,54,334,388,
Aug 1993,0,0,0,147,147,
Sep 1993,0,0,38,200,238,
Oct 1993,0,0,0,52,52,
Nov 1993,0,0,6,133,139,
Dec 1993,0,0,0,137,137,
Jan 1994,0,0,0,39,39,
Feb 1994,1,0,0,45,46,
Mar 1994,0,0,8,126,134,
Apr 1994,0,0,22,0,22,
May 1994,1,2,0,25,28,
Jun 1994,0,0,30,219,249,
Jul 1994,0,0,0,16,16,
Aug 1994,0,0,4,238,242,
Sep 1994,7,0,0,44,51,
Oct 1994,0,0,18,64,82,
Nov 1994,2,0,15,305,322,
Dec 1994,0,0,0,235,235,
Jan 1995,0,0,25,95,120,
Feb 1995,2,0,16,37,55,
Mar 1995,0,0,0,79,79,
Apr 1995,0,0,48,25,73,
May 1995,5,8,24,47,84,
Jun 1995,0,0,0,0,0,
Jul 1995,0,14,31,262,307,
Aug 1995,1,0,0,26,27,
Sep 1995,0,0,0,37,37,
Oct 1995,0,0,0,59,59,
Nov 1995,0,0,0,42,42,
Dec 1995,23,0,0,269,292,
Jan 1996,0,0,16,42,58,
Feb 1996,0,0,0,124,124,
Mar 1996,1,4,34,12,51,
Apr 1996,1,0,0,77,78,
May 1996,0,12,19,45,76,
Jun 1996,0,14,10,0,24,
Jul 1996,0,0,0,3,3,
Aug 1996,0,0,33,37,70,
Sep 1996,0,0,0,184,184,
Oct 1996,0,0,43,27,70,
Nov 1996,0,0,0,88,88,
Dec 1996,0,0,0,1,1,
Jan 1997,0,0,0,81,81,
Feb 1997,0,0,0,37,37,
Mar 1997,0,0,0,0,0,
Apr 1997,0,0,0,92,92,
May 1997,5,0,44,70,119,
Jun 1997,0,0,0,0,0,
Jul 1997,1,0,5,7,13,
Aug 1997,0,0,0,91,91,
Sep 1997,12,0,0,0,12,
Oct 1997,0,2,71,238,311,
Nov 1997,0,0,0,0,0,
Dec 1997,0,0,4,0,4,
Jan 1998,0,0,0,0,0,
Feb 1998,0,0,4,38,42,
Mar 1998,0,0,0,125,125,
Apr 1998,0,0,20,0,20,
May 1998,0,0,0,86,86,
Jun 1998,0,0,0,82,82,
Jul 1998,0,0,120,170,290,
Aug 1998,2,0,0,158,160,
Sep 1998,0,2,0,50,52,
Oct 1998,3,0,5,127,135,
Nov 1998,6,0,0,0,6,
Dec 1998,2,2,0,257,261,
Jan 1999,1,0,27,0,28,
Feb 1999,0,0,12,8,20,
Mar 1999,1,0,0,274,275,
Apr 1999,6,18,43,60,127,
May 1999,0,0,3,45,48,
Jun 1999,0,0,0,201,201,
Jul 1999,0,0,0,39,39,
Aug 1999,0,0,0,2,2,
Sep 1999,0,2,45,59,106,
Oct 1999,0,0,0,0,0,
Nov 1999,0,0,0,298,298,
Dec 1999,0,0,38,0,38,
Jan 2000,0,0,0,0,0,
Feb 2000,0,0,0,103,103,
Mar 2000,0,0,0,261,261,
Apr 2000,0,0,0,33,33,
May 2000,0,0,0,12,12,
Jun 2000,0,0,0,90,90,
Jul 2000,5,0,0,0,5,
Aug 2000,4,0,0,113,117,
Sep 2000,2,4,9,114,129,
Oct 2000,2,0,0,68,70,
Nov 2000,0,0,0,24,24,
Dec 2000,0,0,0,210,210,
Jan 2001,2,0,0,0,2,
Feb 2001,3,0,4,30,37,
Mar 2001,1,0,5,98,104,
Apr 2001,0,0,89,46,135,
May 2001,0,0,7,325,332,
Jun 2001,0,0,9,72,81,
Jul 2001,2,14,48,197,261,
Aug 2001,0,2,47,110,159,
Sep 2001,0,0,0,324,324,
Oct 2001,0,0,0,0,0,
Nov 2001,0,0,0,39,39,
Dec 2001,0,2,0,96,98,
Jan 2002,0,0,0,233,233,
Feb 2002,0,0,0,31,31,
Mar 2002,0,0,0,92,92,
Apr 2002,0,2,44,127,173,
May 2002,0,0,18,142,160,
Jun 2002,3,0,0,102,105,
Jul 2002,1,0,34,71,106,
Aug 2002,4,0,6,809,819,
Sep 2002,2,0,17,36,55,
Oct 2002,2,0,18,145,165,
Nov 2002,3,0,0,103,106,
Dec 2002,0,2,0,644,646,
Jan 2003,6,0,0,162,168,
Feb 2003,4,0,0,52,56,
Mar 2003,1,0,31,252,284,
Apr 2003,0,0,12,125,137,
May 2003,6,8,4,128,146,
Jun 2003,5,14,0,40,59,
Jul 2003,2,0,0,45,47,
Aug 2003,4,0,8,135,147,
Sep 2003,4,0,0,153,157,
Oct 2003,4,0,22,153,179,
Nov 2003,3,0,0,101,104,
Dec 2003,0,0,4,102,106,
Jan 2004,6,0,0,0,6,
Feb 2004,4,0,0,64,68,
Mar 2004,0,0,22,0,22,
Apr 2004,4,0,13,34,51,
May 2004,1,0,0,0,1,
