Oshawa — Historical Completions by Dwelling Type  
January 1990 to March 2024 Homeowner
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,221,0,0,0,221,
Feb 1990,258,0,0,0,258,
Mar 1990,463,12,29,0,504,
Apr 1990,143,0,15,0,158,
May 1990,140,4,0,0,144,
Jun 1990,150,0,0,0,150,
Jul 1990,132,4,0,0,136,
Aug 1990,153,6,0,0,159,
Sep 1990,138,2,0,0,140,
Oct 1990,186,10,24,0,220,
Nov 1990,143,16,17,0,176,
Dec 1990,121,6,43,0,170,
Jan 1991,208,10,85,2,305,
Feb 1991,79,2,0,0,81,
Mar 1991,62,8,0,0,70,
Apr 1991,121,0,1,0,122,
May 1991,103,14,0,0,117,
Jun 1991,142,14,0,0,156,
Jul 1991,168,18,14,0,200,
Aug 1991,134,6,56,0,196,
Sep 1991,153,8,19,0,180,
Oct 1991,118,4,23,0,145,
Nov 1991,124,12,28,0,164,
Dec 1991,96,3,0,0,99,
Jan 1992,128,8,0,0,136,
Feb 1992,86,10,0,0,96,
Mar 1992,114,16,0,0,130,
Apr 1992,124,12,9,0,145,
May 1992,106,0,74,0,180,
Jun 1992,174,10,45,0,229,
Jul 1992,102,14,20,0,136,
Aug 1992,109,16,7,0,132,
Sep 1992,112,14,22,0,148,
Oct 1992,63,2,6,0,71,
Nov 1992,72,6,19,0,97,
Dec 1992,68,10,6,0,84,
Jan 1993,62,4,0,0,66,
Feb 1993,77,6,0,0,83,
Mar 1993,51,4,0,0,55,
Apr 1993,71,6,0,0,77,
May 1993,79,4,0,0,83,
Jun 1993,84,8,0,0,92,
Jul 1993,96,6,0,0,102,
Aug 1993,117,0,7,0,124,
Sep 1993,109,2,0,0,111,
Oct 1993,100,4,41,0,145,
Nov 1993,85,8,0,0,93,
Dec 1993,60,6,0,0,66,
Jan 1994,110,4,25,0,139,
Feb 1994,95,0,20,0,115,
Mar 1994,89,0,56,0,145,
Apr 1994,74,0,59,0,133,
May 1994,102,0,23,0,125,
Jun 1994,113,0,0,0,113,
Jul 1994,168,4,10,0,182,
Aug 1994,137,6,25,0,168,
Sep 1994,200,2,59,0,261,
Oct 1994,192,8,50,0,250,
Nov 1994,88,4,14,0,106,
Dec 1994,110,18,10,0,138,
Jan 1995,80,4,28,0,112,
Feb 1995,51,0,0,0,51,
Mar 1995,96,8,4,0,108,
Apr 1995,122,8,13,0,143,
May 1995,78,2,16,0,96,
Jun 1995,77,0,9,0,86,
Jul 1995,97,4,6,0,107,
Aug 1995,131,2,23,0,156,
Sep 1995,94,2,7,0,103,
Oct 1995,96,6,8,0,110,
Nov 1995,57,4,10,0,71,
Dec 1995,65,0,27,0,92,
Jan 1996,60,0,33,0,93,
Feb 1996,75,0,43,0,118,
Mar 1996,57,2,18,0,77,
Apr 1996,56,2,18,0,76,
May 1996,76,0,0,0,76,
Jun 1996,67,6,12,0,85,
Jul 1996,120,2,11,0,133,
Aug 1996,133,2,26,0,161,
Sep 1996,138,12,0,0,150,
Oct 1996,103,2,0,0,105,
Nov 1996,103,6,14,0,123,
Dec 1996,77,8,29,0,114,
Jan 1997,92,4,7,0,103,
Feb 1997,96,4,0,0,100,
Mar 1997,116,6,4,0,126,
Apr 1997,116,2,32,0,150,
May 1997,122,4,8,0,134,
Jun 1997,120,0,0,0,120,
Jul 1997,187,4,20,0,211,
Aug 1997,176,2,0,0,178,
Sep 1997,216,2,43,0,261,
Oct 1997,146,0,0,0,146,
Nov 1997,146,2,28,0,176,
Dec 1997,143,0,5,0,148,
Jan 1998,121,0,19,0,140,
Feb 1998,105,0,0,0,105,
Mar 1998,102,2,29,0,133,
Apr 1998,161,2,52,0,215,
May 1998,89,2,18,0,109,
Jun 1998,100,0,3,0,103,
Jul 1998,69,0,21,0,90,
Aug 1998,160,0,6,0,166,
Sep 1998,125,2,18,0,145,
Oct 1998,93,0,13,0,106,
Nov 1998,104,0,28,0,132,
Dec 1998,114,0,36,0,150,
Jan 1999,129,4,19,0,152,
Feb 1999,102,2,28,0,132,
Mar 1999,121,0,10,0,131,
Apr 1999,115,2,54,0,171,
