Toronto — Historical Completions by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,"1,076",20,99,"1,770","2,965",
Feb 1990,"1,068",10,75,995,"2,148",
Mar 1990,"1,090",12,134,"1,910","3,146",
Apr 1990,"1,101",14,126,"1,790","3,031",
May 1990,880,28,56,"1,617","2,581",
Jun 1990,978,16,184,918,"2,096",
Jul 1990,772,18,198,"1,327","2,315",
Aug 1990,934,16,49,126,"1,125",
Sep 1990,"1,116",20,49,793,"1,978",
Oct 1990,801,46,272,"2,018","3,137",
Nov 1990,844,6,172,775,"1,797",
Dec 1990,811,10,130,666,"1,617",
Jan 1991,"1,246",32,218,"2,363","3,859",
Feb 1991,598,26,211,"1,246","2,081",
Mar 1991,516,16,304,717,"1,553",
Apr 1991,558,10,154,984,"1,706",
May 1991,520,4,87,"1,608","2,219",
Jun 1991,557,6,121,"1,067","1,751",
Jul 1991,637,16,90,"1,138","1,881",
Aug 1991,697,10,341,820,"1,868",
Sep 1991,989,4,141,"1,110","2,244",
Oct 1991,"1,232",24,183,"1,589","3,028",
Nov 1991,"1,261",16,257,242,"1,776",
Dec 1991,988,12,315,726,"2,041",
Jan 1992,"1,004",30,318,"2,376","3,728",
Feb 1992,797,56,505,544,"1,902",
Mar 1992,644,6,191,151,992,
Apr 1992,579,10,262,69,920,
May 1992,631,10,210,964,"1,815",
Jun 1992,967,8,128,632,"1,735",
Jul 1992,593,2,213,511,"1,319",
Aug 1992,"1,008",32,283,"1,432","2,755",
Sep 1992,"1,225",156,192,241,"1,814",
Oct 1992,976,84,365,637,"2,062",
Nov 1992,798,78,258,197,"1,331",
Dec 1992,763,80,361,825,"2,029",
Jan 1993,894,108,174,365,"1,541",
Feb 1993,648,92,80,461,"1,281",
Mar 1993,590,84,239,499,"1,412",
Apr 1993,589,126,99,309,"1,123",
May 1993,665,68,68,385,"1,186",
Jun 1993,685,36,85,160,966,
Jul 1993,739,68,253,"2,191","3,251",
Aug 1993,"1,022",58,119,"1,636","2,835",
Sep 1993,868,54,401,771,"2,094",
Oct 1993,830,48,61,541,"1,480",
Nov 1993,694,86,194,176,"1,150",
Dec 1993,556,86,198,668,"1,508",
Jan 1994,723,98,237,338,"1,396",
Feb 1994,452,96,74,184,806,
Mar 1994,498,44,130,478,"1,150",
Apr 1994,522,38,137,333,"1,030",
May 1994,669,76,111,287,"1,143",
Jun 1994,522,72,232,272,"1,098",
Jul 1994,831,154,293,368,"1,646",
Aug 1994,760,90,90,525,"1,465",
Sep 1994,975,168,106,568,"1,817",
Oct 1994,"1,032",186,305,825,"2,348",
Nov 1994,"1,121",160,301,465,"2,047",
Dec 1994,"1,132",116,124,57,"1,429",
Jan 1995,772,76,213,871,"1,932",
Feb 1995,601,90,239,189,"1,119",
Mar 1995,740,42,84,53,919,
Apr 1995,639,68,184,566,"1,457",
May 1995,609,52,209,323,"1,193",
Jun 1995,709,94,223,272,"1,298",
Jul 1995,798,48,111,418,"1,375",
Aug 1995,855,92,490,394,"1,831",
Sep 1995,767,92,226,469,"1,554",
Oct 1995,744,96,318,143,"1,301",
Nov 1995,425,66,172,180,843,
Dec 1995,604,90,183,136,"1,013",
Jan 1996,598,80,102,502,"1,282",
Feb 1996,505,82,310,479,"1,376",
Mar 1996,542,56,197,468,"1,263",
Apr 1996,410,46,266,289,"1,011",
May 1996,466,94,228,398,"1,186",
Jun 1996,566,70,374,531,"1,541",
Jul 1996,678,90,266,169,"1,203",
Aug 1996,795,96,188,352,"1,431",
Sep 1996,"1,266",122,164,105,"1,657",
Oct 1996,946,190,408,924,"2,468",
Nov 1996,956,174,323,331,"1,784",
Dec 1996,811,176,538,695,"2,220",
Jan 1997,927,156,270,425,"1,778",
Feb 1997,756,150,437,22,"1,365",
Mar 1997,650,130,302,222,"1,304",
Apr 1997,884,140,516,787,"2,327",
May 1997,770,178,667,274,"1,889",
Jun 1997,829,144,516,306,"1,795",
Jul 1997,"1,213",202,313,224,"1,952",
Aug 1997,"1,302",226,479,142,"2,149",
Sep 1997,"1,387",236,209,123,"1,955",
Oct 1997,"1,202",142,431,478,"2,253",
Nov 1997,"1,247",266,379,212,"2,104",
Dec 1997,"1,125",202,520,624,"2,471",
Jan 1998,"1,151",284,409,161,"2,005",
Feb 1998,"1,162",126,487,210,"1,985",
Mar 1998,950,272,579,484,"2,285",
Apr 1998,"1,203",170,458,80,"1,911",
May 1998,918,170,639,95,"1,822",
Jun 1998,938,194,595,442,"2,169",
Jul 1998,718,112,382,30,"1,242",
Aug 1998,852,154,256,0,"1,262",
Sep 1998,880,146,532,65,"1,623",
Oct 1998,996,214,243,0,"1,453",
Nov 1998,"1,035",228,188,67,"1,518",
Dec 1998,"1,149",228,428,402,"2,207",
Jan 1999,935,170,281,54,"1,440",
Feb 1999,"1,379",338,350,890,"2,957",
Mar 1999,"1,446",324,650,859,"3,279",
