Halifax — Historical Completions by Dwelling Type  
January 2023 to March 2024 Homeowner
,Single,Semi-Detached,Row,Apartment,All,
Jan 2023,33,6,7,0,46,
Feb 2023,81,2,0,0,83,
Mar 2023,62,2,4,0,68,
Apr 2023,43,10,8,0,61,
May 2023,31,4,3,0,38,
Jun 2023,97,4,0,0,101,
Jul 2023,61,4,0,0,65,
Aug 2023,52,0,27,0,79,
Sep 2023,45,0,3,0,48,
Oct 2023,34,6,12,0,52,
Nov 2023,48,14,8,0,70,
Dec 2023,117,20,46,0,183,
Jan 2024,67,0,0,0,67,
Feb 2024,43,4,18,0,65,
Mar 2024,58,2,5,0,65,

Source,CMHC Starts and Completions Survey
