St. Catharines - Niagara — Historical Completions by Dwelling Type  
January 1990 to March 2024 Condo
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,0,0,0,93,93,
Feb 1990,0,0,0,0,0,
Mar 1990,0,0,7,70,77,
Apr 1990,0,0,24,0,24,
May 1990,0,0,0,9,9,
Jun 1990,0,0,0,24,24,
Jul 1990,0,0,22,16,38,
Aug 1990,0,0,14,8,22,
Sep 1990,0,0,0,0,0,
Oct 1990,0,0,0,0,0,
Nov 1990,0,0,0,0,0,
Dec 1990,0,0,52,0,52,
Jan 1991,0,0,44,28,72,
Feb 1991,0,0,25,0,25,
Mar 1991,0,0,21,9,30,
Apr 1991,0,0,27,16,43,
May 1991,0,0,0,0,0,
Jun 1991,0,0,0,75,75,
Jul 1991,0,0,0,107,107,
Aug 1991,0,0,0,0,0,
Sep 1991,0,0,0,83,83,
Oct 1991,0,0,0,0,0,
Nov 1991,0,0,0,0,0,
Dec 1991,0,0,0,0,0,
Jan 1992,0,0,0,0,0,
Feb 1992,0,0,0,0,0,
Mar 1992,0,0,18,0,18,
Apr 1992,0,0,4,0,4,
May 1992,0,0,0,0,0,
Jun 1992,0,0,0,0,0,
Jul 1992,0,0,0,0,0,
Aug 1992,0,0,0,0,0,
Sep 1992,0,0,8,0,8,
Oct 1992,0,0,0,0,0,
Nov 1992,0,0,0,14,14,
Dec 1992,0,0,8,0,8,
Jan 1993,0,0,0,0,0,
Feb 1993,0,0,0,0,0,
Mar 1993,0,0,0,0,0,
Apr 1993,0,0,8,8,16,
May 1993,0,0,10,0,10,
Jun 1993,0,0,0,0,0,
Jul 1993,0,0,0,0,0,
Aug 1993,0,0,0,0,0,
Sep 1993,0,0,14,0,14,
Oct 1993,0,0,38,0,38,
Nov 1993,0,0,14,0,14,
Dec 1993,2,0,6,0,8,
Jan 1994,0,0,7,0,7,
Feb 1994,0,0,0,0,0,
Mar 1994,0,0,0,0,0,
Apr 1994,0,0,0,0,0,
May 1994,0,0,0,0,0,
Jun 1994,0,0,6,0,6,
Jul 1994,0,0,0,75,75,
Aug 1994,0,0,8,0,8,
Sep 1994,0,0,12,0,12,
Oct 1994,0,0,46,0,46,
Nov 1994,0,0,4,0,4,
Dec 1994,0,0,6,52,58,
Jan 1995,0,0,14,0,14,
Feb 1995,0,0,32,0,32,
Mar 1995,0,0,0,0,0,
Apr 1995,0,0,11,0,11,
May 1995,0,0,4,0,4,
Jun 1995,0,0,8,0,8,
Jul 1995,0,0,0,0,0,
Aug 1995,0,0,16,0,16,
Sep 1995,0,0,0,0,0,
Oct 1995,0,0,0,0,0,
Nov 1995,0,0,0,0,0,
Dec 1995,0,0,8,0,8,
Jan 1996,0,0,0,50,50,
Feb 1996,0,0,0,0,0,
Mar 1996,0,0,0,0,0,
Apr 1996,0,0,0,0,0,
May 1996,0,0,0,0,0,
Jun 1996,0,0,6,0,6,
Jul 1996,0,0,0,0,0,
Aug 1996,0,0,0,0,0,
Sep 1996,0,0,19,0,19,
Oct 1996,0,0,0,0,0,
Nov 1996,0,0,5,0,5,
Dec 1996,0,0,47,0,47,
Jan 1997,0,0,0,0,0,
Feb 1997,0,0,0,0,0,
Mar 1997,0,0,0,0,0,
Apr 1997,0,0,7,0,7,
May 1997,0,0,0,0,0,
Jun 1997,0,0,0,16,16,
Jul 1997,1,0,10,0,11,
Aug 1997,0,0,0,0,0,
Sep 1997,0,0,7,0,7,
Oct 1997,0,0,4,0,4,
Nov 1997,0,0,5,0,5,
Dec 1997,0,0,0,0,0,
Jan 1998,0,2,15,0,17,
Feb 1998,0,0,0,0,0,
Mar 1998,0,0,0,0,0,
Apr 1998,0,0,0,90,90,
May 1998,0,0,21,0,21,
Jun 1998,0,0,15,0,15,
Jul 1998,0,0,16,0,16,
Aug 1998,0,0,20,0,20,
Sep 1998,0,0,0,0,0,
Oct 1998,0,0,36,0,36,
Nov 1998,0,0,7,0,7,
Dec 1998,0,0,0,0,0,
Jan 1999,0,0,8,0,8,
Feb 1999,0,0,23,0,23,
Mar 1999,0,0,7,0,7,
Apr 1999,0,0,0,0,0,
May 1999,0,0,0,0,0,
Jun 1999,0,0,8,0,8,
Jul 1999,0,0,0,0,0,
Aug 1999,0,0,4,0,4,
Sep 1999,0,0,0,0,0,
Oct 1999,0,0,5,0,5,
Nov 1999,0,0,12,0,12,
Dec 1999,0,0,0,0,0,
Jan 2000,0,0,5,0,5,
Feb 2000,0,0,9,90,99,
Mar 2000,0,0,7,0,7,
Apr 2000,0,0,8,0,8,
May 2000,0,0,3,0,3,
Jun 2000,0,2,46,0,48,
Jul 2000,0,0,0,0,0,
Aug 2000,0,0,9,0,9,
Sep 2000,0,2,0,0,2,
Oct 2000,0,4,11,0,15,
Nov 2000,0,0,7,0,7,
Dec 2000,0,0,0,0,0,
Jan 2001,0,0,4,0,4,
Feb 2001,0,0,0,0,0,
Mar 2001,0,0,0,0,0,
Apr 2001,0,0,9,0,9,
May 2001,0,0,5,0,5,
Jun 2001,0,0,7,0,7,
Jul 2001,0,0,16,0,16,
Aug 2001,0,0,0,0,0,
Sep 2001,0,0,18,0,18,
Oct 2001,0,0,0,0,0,
Nov 2001,0,0,4,30,34,
Dec 2001,0,0,3,0,3,
Jan 2002,0,0,0,0,0,
Feb 2002,0,0,5,0,5,
Mar 2002,0,0,3,0,3,
Apr 2002,0,0,4,0,4,
May 2002,0,0,6,0,6,
Jun 2002,1,0,0,0,1,
Jul 2002,0,0,7,0,7,
Aug 2002,0,0,7,0,7,
Sep 2002,0,0,9,0,9,
Oct 2002,0,0,6,0,6,
Nov 2002,0,0,4,0,4,
Dec 2002,0,0,4,0,4,
Jan 2003,0,0,12,0,12,
Feb 2003,0,0,0,0,0,
Mar 2003,0,0,0,0,0,
Apr 2003,0,0,0,0,0,
May 2003,0,0,0,0,0,
Jun 2003,0,0,0,0,0,
Jul 2003,0,0,8,0,8,
Aug 2003,0,0,0,0,0,
Sep 2003,0,0,0,0,0,
Oct 2003,0,0,13,0,13,
Nov 2003,0,0,0,0,0,
Dec 2003,0,0,0,0,0,
Jan 2004,0,0,9,0,9,
