Ottawa — Historical Completions by Dwelling Type  
January 1990 to March 2024 Rental
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,0,0,0,6,6,
Feb 1990,0,2,3,99,104,
Mar 1990,0,0,0,8,8,
Apr 1990,0,0,0,3,3,
May 1990,0,0,3,0,3,
Jun 1990,0,2,8,70,80,
Jul 1990,0,0,0,149,149,
Aug 1990,0,2,0,0,2,
Sep 1990,0,0,0,149,149,
Oct 1990,0,2,0,200,202,
Nov 1990,0,2,0,6,8,
Dec 1990,0,0,105,84,189,
Jan 1991,0,0,38,99,137,
Feb 1991,0,0,78,0,78,
Mar 1991,0,0,0,0,0,
Apr 1991,0,0,19,0,19,
May 1991,0,0,30,39,69,
Jun 1991,0,0,6,36,42,
Jul 1991,0,0,0,5,5,
Aug 1991,0,2,42,112,156,
Sep 1991,0,0,0,0,0,
Oct 1991,0,0,90,157,247,
Nov 1991,0,2,72,0,74,
Dec 1991,0,0,0,0,0,
Jan 1992,0,0,43,57,100,
Feb 1992,0,6,12,64,82,
Mar 1992,0,0,0,14,14,
Apr 1992,0,0,0,212,212,
May 1992,0,0,0,49,49,
Jun 1992,0,2,0,193,195,
Jul 1992,0,0,93,458,551,
Aug 1992,0,0,21,405,426,
Sep 1992,0,6,0,3,9,
Oct 1992,0,4,0,59,63,
Nov 1992,0,0,0,0,0,
Dec 1992,0,0,64,434,498,
Jan 1993,0,0,16,341,357,
Feb 1993,0,0,0,0,0,
Mar 1993,0,0,12,0,12,
Apr 1993,0,0,49,14,63,
May 1993,0,0,10,0,10,
Jun 1993,0,2,24,95,121,
Jul 1993,0,0,4,0,4,
Aug 1993,0,0,20,57,77,
Sep 1993,0,6,58,36,100,
Oct 1993,0,0,18,0,18,
Nov 1993,0,0,30,6,36,
Dec 1993,0,0,0,0,0,
Jan 1994,0,0,5,4,9,
Feb 1994,0,0,0,79,79,
Mar 1994,0,0,0,83,83,
Apr 1994,0,1,0,0,1,
May 1994,0,0,2,0,2,
Jun 1994,0,0,0,0,0,
Jul 1994,0,0,21,172,193,
Aug 1994,0,0,4,0,4,
Sep 1994,0,0,18,2,20,
Oct 1994,0,10,0,24,34,
Nov 1994,0,0,0,226,226,
Dec 1994,0,0,0,3,3,
Jan 1995,0,0,24,4,28,
Feb 1995,0,0,10,0,10,
Mar 1995,0,0,20,12,32,
Apr 1995,0,0,8,0,8,
May 1995,0,0,47,4,51,
Jun 1995,0,0,16,0,16,
Jul 1995,0,0,0,6,6,
Aug 1995,0,0,5,9,14,
Sep 1995,0,0,0,0,0,
Oct 1995,0,0,0,0,0,
Nov 1995,0,0,4,41,45,
Dec 1995,0,0,0,0,0,
Jan 1996,0,0,0,0,0,
Feb 1996,1,0,0,0,1,
Mar 1996,0,0,0,0,0,
Apr 1996,0,2,0,0,2,
May 1996,0,0,3,0,3,
Jun 1996,0,2,0,0,2,
Jul 1996,0,0,0,0,0,
Aug 1996,0,2,0,0,2,
Sep 1996,1,0,0,62,63,
Oct 1996,0,0,0,104,104,
Nov 1996,1,2,0,10,13,
Dec 1996,0,2,0,12,14,
Jan 1997,0,0,0,2,2,
Feb 1997,0,0,0,4,4,
Mar 1997,0,0,0,0,0,
Apr 1997,0,0,8,28,36,
May 1997,0,0,3,0,3,
Jun 1997,0,1,0,0,1,
Jul 1997,0,2,0,0,2,
Aug 1997,0,0,0,0,0,
Sep 1997,0,2,0,18,20,
Oct 1997,0,0,0,2,2,
Nov 1997,0,2,0,0,2,
Dec 1997,0,0,0,0,0,
Jan 1998,0,0,0,0,0,
Feb 1998,0,0,0,4,4,
Mar 1998,1,0,0,0,1,
Apr 1998,0,0,0,0,0,
May 1998,0,0,0,6,6,
Jun 1998,0,0,0,0,0,
