Saskatoon — Historical Completions by Dwelling Type  
January 1990 to March 2024 Homeowner
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,18,0,0,0,18,
Feb 1990,12,0,0,0,12,
Mar 1990,22,0,0,0,22,
Apr 1990,27,0,0,0,27,
May 1990,24,0,0,0,24,
Jun 1990,46,0,0,0,46,
Jul 1990,33,0,0,0,33,
Aug 1990,23,0,0,0,23,
Sep 1990,27,0,0,0,27,
Oct 1990,36,0,0,0,36,
Nov 1990,17,0,0,0,17,
Dec 1990,9,0,0,0,9,
Jan 1991,13,0,0,0,13,
Feb 1991,8,0,0,0,8,
Mar 1991,9,0,0,0,9,
Apr 1991,16,2,0,0,18,
May 1991,24,0,0,0,24,
Jun 1991,22,0,0,0,22,
Jul 1991,17,0,0,0,17,
Aug 1991,25,0,0,0,25,
Sep 1991,28,0,0,0,28,
Oct 1991,29,2,0,0,31,
Nov 1991,14,2,0,0,16,
Dec 1991,18,0,0,0,18,
Jan 1992,19,0,0,0,19,
Feb 1992,4,0,0,0,4,
Mar 1992,3,0,0,0,3,
Apr 1992,3,0,0,0,3,
May 1992,8,0,0,0,8,
Jun 1992,37,0,0,0,37,
Jul 1992,54,0,0,0,54,
Aug 1992,47,0,0,0,47,
Sep 1992,36,2,0,0,38,
Oct 1992,24,0,0,0,24,
Nov 1992,31,30,0,0,61,
Dec 1992,32,0,0,0,32,
Jan 1993,19,2,0,0,21,
Feb 1993,14,0,0,0,14,
Mar 1993,4,0,0,0,4,
Apr 1993,23,0,0,0,23,
May 1993,36,0,0,0,36,
Jun 1993,26,0,0,0,26,
Jul 1993,32,0,0,0,32,
Aug 1993,44,0,0,0,44,
Sep 1993,34,0,0,0,34,
Oct 1993,32,0,0,0,32,
Nov 1993,23,0,0,0,23,
Dec 1993,17,0,0,0,17,
Jan 1994,24,0,0,0,24,
Feb 1994,12,0,0,0,12,
Mar 1994,15,0,0,0,15,
Apr 1994,16,0,0,0,16,
May 1994,12,0,0,0,12,
Jun 1994,22,2,0,0,24,
Jul 1994,40,0,0,0,40,
Aug 1994,37,2,0,0,39,
Sep 1994,45,4,0,0,49,
Oct 1994,54,0,0,0,54,
Nov 1994,37,0,0,0,37,
Dec 1994,31,0,0,0,31,
Jan 1995,17,0,0,0,17,
Feb 1995,25,0,0,0,25,
Mar 1995,22,2,0,0,24,
Apr 1995,30,0,0,0,30,
May 1995,32,0,0,0,32,
Jun 1995,20,0,0,0,20,
Jul 1995,30,0,0,0,30,
Aug 1995,41,2,0,0,43,
Sep 1995,57,4,0,0,61,
Oct 1995,46,0,0,0,46,
Nov 1995,49,0,0,0,49,
Dec 1995,51,0,0,0,51,
Jan 1996,32,0,0,0,32,
Feb 1996,35,0,0,0,35,
Mar 1996,20,0,0,0,20,
Apr 1996,44,0,0,0,44,
May 1996,43,0,0,0,43,
Jun 1996,48,0,0,0,48,
Jul 1996,61,2,0,0,63,
Aug 1996,78,6,0,0,84,
Sep 1996,62,10,0,0,72,
Oct 1996,69,6,0,0,75,
Nov 1996,51,2,0,0,53,
Dec 1996,47,7,0,0,54,
Jan 1997,37,4,0,0,41,
Feb 1997,38,2,0,0,40,
Mar 1997,10,0,0,0,10,
Apr 1997,37,4,0,0,41,
May 1997,60,0,0,0,60,
Jun 1997,46,2,0,0,48,
Jul 1997,59,6,0,0,65,
Aug 1997,92,6,0,0,98,
Sep 1997,77,4,0,0,81,
Oct 1997,50,0,0,0,50,
Nov 1997,82,2,0,0,84,
Dec 1997,73,2,0,0,75,
Jan 1998,21,0,0,0,21,
