"GeoUID","Date","DateString","Structure Size","Value","Quality","Survey","Series"
"35537",2015-07-01,"2015","3-19 Units",NA,NA,"Srms","Percentage Condo used as Rental"
"35537",2015-07-01,"2015","20-49 Units",17.1,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35537",2015-07-01,"2015","50-99 Units",18.8,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35537",2015-07-01,"2015","100+ Units",24.6,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35537",2015-07-01,"2015","Total",22,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35537",2016-07-01,"2016","3-19 Units",NA,NA,"Srms","Percentage Condo used as Rental"
"35537",2016-07-01,"2016","20-49 Units",17.2,"Excellent","Srms","Percentage Condo used as Rental"
"35537",2016-07-01,"2016","50-99 Units",17.9,"Excellent","Srms","Percentage Condo used as Rental"
"35537",2016-07-01,"2016","100+ Units",24.6,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35537",2016-07-01,"2016","Total",21.3,"Excellent","Srms","Percentage Condo used as Rental"
"35537",2017-07-01,"2017","3-19 Units",13.4,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35537",2017-07-01,"2017","20-49 Units",16.5,"Excellent","Srms","Percentage Condo used as Rental"
"35537",2017-07-01,"2017","50-99 Units",15.9,"Excellent","Srms","Percentage Condo used as Rental"
"35537",2017-07-01,"2017","100+ Units",20.1,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35537",2017-07-01,"2017","Total",18.2,"Excellent","Srms","Percentage Condo used as Rental"
"35537",2018-07-01,"2018","3-19 Units",13.3,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35537",2018-07-01,"2018","20-49 Units",15.5,"Excellent","Srms","Percentage Condo used as Rental"
"35537",2018-07-01,"2018","50-99 Units",16.6,"Excellent","Srms","Percentage Condo used as Rental"
"35537",2018-07-01,"2018","100+ Units",20.7,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35537",2018-07-01,"2018","Total",18.4,"Excellent","Srms","Percentage Condo used as Rental"
"35537",2019-07-01,"2019","3-19 Units",NA,NA,"Srms","Percentage Condo used as Rental"
