"GeoUID","Date","DateString","Structure Size","Value","Quality","Survey","Series"
"47705",2007-07-01,"2007","3-19 Units",NA,NA,"Srms","Percentage Condo used as Rental"
"47705",2007-07-01,"2007","20-49 Units",NA,NA,"Srms","Percentage Condo used as Rental"
"47705",2007-07-01,"2007","50-99 Units",NA,NA,"Srms","Percentage Condo used as Rental"
"47705",2007-07-01,"2007","100+ Units",NA,NA,"Srms","Percentage Condo used as Rental"
"47705",2007-07-01,"2007","Total",NA,NA,"Srms","Percentage Condo used as Rental"
"47705",2008-07-01,"2008","3-19 Units",5.3,"Good","Srms","Percentage Condo used as Rental"
"47705",2008-07-01,"2008","20-49 Units",9.7,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2008-07-01,"2008","50-99 Units",18.3,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"47705",2008-07-01,"2008","100+ Units",13.5,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2008-07-01,"2008","Total",11.7,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2009-07-01,"2009","3-19 Units",5.6,"Very good","Srms","Percentage Condo used as Rental"
"47705",2009-07-01,"2009","20-49 Units",11.5,"Good","Srms","Percentage Condo used as Rental"
"47705",2009-07-01,"2009","50-99 Units",19.6,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2009-07-01,"2009","100+ Units",25.1,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2009-07-01,"2009","Total",15.8,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2010-07-01,"2010","3-19 Units",9.3,"Very good","Srms","Percentage Condo used as Rental"
"47705",2010-07-01,"2010","20-49 Units",12.4,"Good","Srms","Percentage Condo used as Rental"
"47705",2010-07-01,"2010","50-99 Units",14.9,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2010-07-01,"2010","100+ Units",23.9,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2010-07-01,"2010","Total",15.2,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2011-07-01,"2011","3-19 Units",NA,NA,"Srms","Percentage Condo used as Rental"
"47705",2011-07-01,"2011","20-49 Units",14.3,"Good","Srms","Percentage Condo used as Rental"
"47705",2011-07-01,"2011","50-99 Units",17,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2011-07-01,"2011","100+ Units",39.1,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2011-07-01,"2011","Total",23.2,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"47705",2012-07-01,"2012","3-19 Units",17.4,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2012-07-01,"2012","20-49 Units",17.4,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2012-07-01,"2012","50-99 Units",NA,NA,"Srms","Percentage Condo used as Rental"
"47705",2012-07-01,"2012","100+ Units",35.4,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2012-07-01,"2012","Total",25.2,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2013-07-01,"2013","3-19 Units",18.7,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2013-07-01,"2013","20-49 Units",17,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"47705",2013-07-01,"2013","50-99 Units",24.6,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"47705",2013-07-01,"2013","100+ Units",29.8,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"47705",2013-07-01,"2013","Total",22.8,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2014-07-01,"2014","3-19 Units",20,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2014-07-01,"2014","20-49 Units",16.5,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2014-07-01,"2014","50-99 Units",26.3,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"47705",2014-07-01,"2014","100+ Units",NA,NA,"Srms","Percentage Condo used as Rental"
"47705",2014-07-01,"2014","Total",24.7,"Excellent","Srms","Percentage Condo used as Rental"
"47705",2015-07-01,"2015","3-19 Units",30.7,"Excellent","Srms","Percentage Condo used as Rental"
