"GeoUID","Date","DateString","Structure Size","Value","Quality","Survey","Series"
"59935",2007-07-01,"2007","3-19 Units",NA,NA,"Srms","Percentage Condo used as Rental"
"59935",2007-07-01,"2007","20-49 Units",NA,NA,"Srms","Percentage Condo used as Rental"
"59935",2007-07-01,"2007","50-99 Units",NA,NA,"Srms","Percentage Condo used as Rental"
"59935",2007-07-01,"2007","100+ Units",NA,NA,"Srms","Percentage Condo used as Rental"
"59935",2007-07-01,"2007","Total",NA,NA,"Srms","Percentage Condo used as Rental"
"59935",2008-07-01,"2008","3-19 Units",10.8,"Good","Srms","Percentage Condo used as Rental"
"59935",2008-07-01,"2008","20-49 Units",13.7,"Good","Srms","Percentage Condo used as Rental"
"59935",2008-07-01,"2008","50-99 Units",18.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2008-07-01,"2008","100+ Units",27.2,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"59935",2008-07-01,"2008","Total",16.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2009-07-01,"2009","3-19 Units",12.6,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2009-07-01,"2009","20-49 Units",14,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2009-07-01,"2009","50-99 Units",20.5,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2009-07-01,"2009","100+ Units",25.4,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2009-07-01,"2009","Total",17.5,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2010-07-01,"2010","3-19 Units",12.5,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2010-07-01,"2010","20-49 Units",14,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2010-07-01,"2010","50-99 Units",20.5,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2010-07-01,"2010","100+ Units",32.8,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2010-07-01,"2010","Total",19.3,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2011-07-01,"2011","3-19 Units",12.4,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2011-07-01,"2011","20-49 Units",14.5,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2011-07-01,"2011","50-99 Units",22.1,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2011-07-01,"2011","100+ Units",32.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2011-07-01,"2011","Total",20,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2012-07-01,"2012","3-19 Units",11.5,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2012-07-01,"2012","20-49 Units",15.4,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2012-07-01,"2012","50-99 Units",22.7,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2012-07-01,"2012","100+ Units",32.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2012-07-01,"2012","Total",20.7,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2013-07-01,"2013","3-19 Units",13.1,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2013-07-01,"2013","20-49 Units",15.6,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2013-07-01,"2013","50-99 Units",23.4,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2013-07-01,"2013","100+ Units",35.3,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2013-07-01,"2013","Total",21.5,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2014-07-01,"2014","3-19 Units",13.4,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2014-07-01,"2014","20-49 Units",16.7,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2014-07-01,"2014","50-99 Units",21.7,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2014-07-01,"2014","100+ Units",34,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2014-07-01,"2014","Total",21.3,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2015-07-01,"2015","3-19 Units",12.7,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2015-07-01,"2015","20-49 Units",15,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2015-07-01,"2015","50-99 Units",22.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2015-07-01,"2015","100+ Units",34.2,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2015-07-01,"2015","Total",20.8,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2016-07-01,"2016","3-19 Units",12.8,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2016-07-01,"2016","20-49 Units",19.2,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2016-07-01,"2016","50-99 Units",23.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2016-07-01,"2016","100+ Units",35.5,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2016-07-01,"2016","Total",23.4,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2017-07-01,"2017","3-19 Units",13.8,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2017-07-01,"2017","20-49 Units",19.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2017-07-01,"2017","50-99 Units",25,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2017-07-01,"2017","100+ Units",35.8,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2017-07-01,"2017","Total",24.1,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2018-07-01,"2018","3-19 Units",10.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2018-07-01,"2018","20-49 Units",17.5,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2018-07-01,"2018","50-99 Units",25.3,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2018-07-01,"2018","100+ Units",34.6,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2018-07-01,"2018","Total",22.3,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2019-07-01,"2019","3-19 Units",10.6,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2019-07-01,"2019","20-49 Units",17.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2019-07-01,"2019","50-99 Units",24.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2019-07-01,"2019","100+ Units",33.5,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2019-07-01,"2019","Total",22.4,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2020-07-01,"2020","3-19 Units",11.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2020-07-01,"2020","20-49 Units",19.2,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2020-07-01,"2020","50-99 Units",24.4,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2020-07-01,"2020","100+ Units",34.2,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2020-07-01,"2020","Total",23.6,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2021-07-01,"2021","3-19 Units",11.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2021-07-01,"2021","20-49 Units",16.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2021-07-01,"2021","50-99 Units",24.9,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2021-07-01,"2021","100+ Units",34.7,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2021-07-01,"2021","Total",23,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2022-07-01,"2022","3-19 Units",11.6,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2022-07-01,"2022","20-49 Units",17.7,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2022-07-01,"2022","50-99 Units",25.2,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2022-07-01,"2022","100+ Units",34,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2022-07-01,"2022","Total",23.2,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2023-07-01,"2023","3-19 Units",12.3,"Good","Srms","Percentage Condo used as Rental"
"59935",2023-07-01,"2023","20-49 Units",18.4,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2023-07-01,"2023","50-99 Units",24.1,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2023-07-01,"2023","100+ Units",33.5,"Excellent","Srms","Percentage Condo used as Rental"
"59935",2023-07-01,"2023","Total",23.2,"Excellent","Srms","Percentage Condo used as Rental"
