"GeoUID","Date","DateString","Structure Size","Value","Quality","Survey","Series"
"35505",2007-07-01,"2007","3-19 Units",12.2,"Good","Srms","Percentage Condo used as Rental"
"35505",2007-07-01,"2007","20-49 Units",13.1,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35505",2007-07-01,"2007","50-99 Units",NA,NA,"Srms","Percentage Condo used as Rental"
"35505",2007-07-01,"2007","100+ Units",20,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35505",2007-07-01,"2007","Total",18.8,"Excellent","Srms","Percentage Condo used as Rental"
"35505",2008-07-01,"2008","3-19 Units",12.5,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35505",2008-07-01,"2008","20-49 Units",14.4,"Good","Srms","Percentage Condo used as Rental"
"35505",2008-07-01,"2008","50-99 Units",18.3,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35505",2008-07-01,"2008","100+ Units",20.3,"Excellent","Srms","Percentage Condo used as Rental"
"35505",2008-07-01,"2008","Total",19.1,"Excellent","Srms","Percentage Condo used as Rental"
"35505",2009-07-01,"2009","3-19 Units",7.8,"Good","Srms","Percentage Condo used as Rental"
"35505",2009-07-01,"2009","20-49 Units",14.2,"Excellent","Srms","Percentage Condo used as Rental"
"35505",2009-07-01,"2009","50-99 Units",14.7,"Good","Srms","Percentage Condo used as Rental"
"35505",2009-07-01,"2009","100+ Units",21.1,"Excellent","Srms","Percentage Condo used as Rental"
"35505",2009-07-01,"2009","Total",19,"Excellent","Srms","Percentage Condo used as Rental"
"35505",2010-07-01,"2010","3-19 Units",10,"Good","Srms","Percentage Condo used as Rental"
"35505",2010-07-01,"2010","20-49 Units",13.5,"Excellent","Srms","Percentage Condo used as Rental"
"35505",2010-07-01,"2010","50-99 Units",19.7,"Fair (Use with Caution)","Srms","Percentage Condo used as Rental"
"35505",2010-07-01,"2010","100+ Units",20.3,"Excellent","Srms","Percentage Condo used as Rental"
"35505",2010-07-01,"2010","Total",18.8,"Excellent","Srms","Percentage Condo used as Rental"
"35505",2011-07-01,"2011","3-19 Units",12.2,"Good","Srms","Percentage Condo used as Rental"
"35505",2011-07-01,"2011","20-49 Units",14.4,"Excellent","Srms","Percentage Condo used as Rental"
"35505",2011-07-01,"2011","50-99 Units",15.5,"Excellent","Srms","Percentage Condo used as Rental"
"35505",2011-07-01,"2011","100+ Units",21.3,"Excellent","Srms","Percentage Condo used as Rental"
"35505",2011-07-01,"2011","Total",19.3,"Excellent","Srms","Percentage Condo used as Rental"
